nombre_tortuga,estacion,fecha,area_de_monitoreo,posicion_lat_long,hora_de_captura,especie,peso,sexo,l_r_c,l_c_c,a_r_c,a_c_c,p_c,l_p,l_t_c,marca_nombre,marca_izquierda,fecha_inicio,hora_inicio,hora_fin,total_horas,tipo_monitoreo,metodologia,latitud,longitud,unidad_utm_o_grados,hora_captura,material_marcas,marca_previa_izquierda,comentarios,especie_nombre_latino,sexo_correcto,lugar,geografía,numero_recaptura,año,mes,mes_nombre
Bolla,NA,2021-03-21T00:00:00Z,Pta.Blanca Laguna la Cruz,NA,NA,Verde/Prieta,22,Indefinido,55.6,60,45.1,58.3,20.6,44.4,9.5,GT 16936,GT 16935,2021-03-21T00:00:00Z,0.3333333333333333,0.7083333333333334,9,Mensual,Otro,NA,NA,grados,0.3638888888888889,Metal,NA,"se capturo con la mano desde la panga, muy desorientada",Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,3,mar
Jesus Ariel,NA,2021-03-21T00:00:00Z,Pta.Blanca Laguna la Cruz,NA,NA,Verde/Prieta,26,Indefinido,60.2,62.5,44.6,60.5,20.8,46.1,13.5,GT 16938,GT16937,2021-03-21T00:00:00Z,0.3333333333333333,0.7083333333333334,9,Mensual,Red fija,NA,NA,grados,0.3833333333333333,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,3,mar
Diva-recaptura,NA,2021-03-21T00:00:00Z,Pta.Blanca Laguna la Cruz,NA,NA,Verde/Prieta,67,Hembra,78.6,83.7,61.3,78,30.7,62.6,22.7,GT 10164,NA,2021-03-21T00:00:00Z,0.3333333333333333,0.7083333333333334,9,Mensual,Red fija,NA,NA,grados,0.44305555555555554,Metal,GT 10163,recaptura del 21/03/2017,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2021,3,mar
Violerta,NA,2021-03-21T00:00:00Z,Pta.Blanca Laguna la Cruz,NA,NA,Verde/Prieta,64,Hembra,78.2,84.6,60,77.9,29,62.9,16,GT 16940,GT 16939,2021-03-21T00:00:00Z,0.3333333333333333,0.7083333333333334,9,Mensual,Red fija,NA,NA,grados,0.4597222222222222,Metal,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2021,3,mar
Alicia-recaptura,NA,2021-03-21T00:00:00Z,Pta.Blanca Laguna la Cruz,NA,NA,Verde/Prieta,21,Indefinido,57,59.9,45.3,58.8,20,43.1,10,GT 12249,NA,2021-03-21T00:00:00Z,0.3333333333333333,0.7083333333333334,9,Mensual,Red fija,NA,NA,grados,0.5263888888888889,Metal,GT 12248,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2021,3,mar
Hector Adrian,NA,2021-03-21T00:00:00Z,Pta.Blanca Laguna la Cruz,NA,NA,Verde/Prieta,26,Indefinido,61.2,64.6,46,58.3,47.5,22.2,9.5,GT 16942,GT 16941,2021-03-21T00:00:00Z,0.3333333333333333,0.7083333333333334,9,Mensual,Red fija,NA,NA,grados,0.5277777777777778,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2021,3,mar
Viky - recaptura,NA,2021-04-05T00:00:00Z,Pta.Blanca Laguna la Cruz,NA,NA,Verde/Prieta,57,Hembra,74,80.5,56.5,76,28.5,59.7,16.7,GT 12219,NA,2021-04-05T00:00:00Z,0.375,0.6875,7.3,Mensual,Red fija,NA,NA,grados,0.4375,Metal,GT 12220,Recapura del 26/07/2019,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2021,4,apr
Cami,NA,2021-04-05T00:00:00Z,Pta.Blanca Laguna la Cruz,NA,NA,Verde/Prieta,24,Indefinido,56,60,44.4,56.3,22,46.1,10,GT 16943,GT 16944,2021-04-05T00:00:00Z,0.375,0.6875,7.3,Mensual,Red fija,NA,NA,grados,0.6180555555555556,Metal,NA,piel palida,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,4,apr
Valentin,NA,2021-04-22T00:00:00Z,Raya roja,NA,NA,Amarilla,40,Indefinido,65.5,69,54,64,26.5,50,16.5,GT 16946,GT 16945,2021-04-22T00:00:00Z,0.4583333333333333,0.7083333333333334,6,Otro,Otro,NA,NA,grados,0.4583333333333333,Metal,NA,"fue donada por Pescadores, liberada de arte de pesca",Caretta caretta,Indefinido,Sargento,estuario,1,2021,4,apr
Bebe Diego,NA,2021-05-04T00:00:00Z,"""Y"" Laguna la Cruz",NA,NA,Verde/Prieta,27,Indefinido,57,62,44,61,25,46,10,GT 16947,GT 16948,2021-05-04T00:00:00Z,0.4583333333333333,0.75,7,Mensual,Red fija,NA,NA,grados,0.46527777777777773,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,5,may
Tom,NA,2021-05-04T00:00:00Z,"""Y"" Laguna la Cruz",NA,NA,Verde/Prieta,40,Indefinido,66.6,71.5,51,68,26.1,54,13.5,GT 16950,GT 169 49,2021-05-04T00:00:00Z,0.4583333333333333,0.75,7,Mensual,Red fija,NA,NA,grados,0.4673611111111111,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,5,may
Elvia,NA,2021-05-04T00:00:00Z,"""Y"" Laguna la Cruz",NA,NA,Verde/Prieta,35,Indefinido,67,70,51.5,68.2,24.5,50.4,19,GT 16951,GT 16952,2021-05-04T00:00:00Z,0.4583333333333333,0.75,7,Mensual,Red fija,NA,NA,grados,0.5347222222222222,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,5,may
China,NA,2021-05-04T00:00:00Z,"""Y"" Laguna la Cruz",NA,NA,Verde/Prieta,50,Hembra,71,76.5,55,74,28,76.5,15,GT 16953,GT 16954,2021-05-04T00:00:00Z,0.4583333333333333,0.75,7,Mensual,Red fija,NA,NA,grados,0.5520833333333334,Metal,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2021,5,may
Jandy,NA,2021-05-04T00:00:00Z,"""Y"" Laguna la Cruz",NA,NA,Verde/Prieta,37,Indefinido,64,68.5,52,67,27.3,50,11,GT 16955,GT 16956,2021-05-04T00:00:00Z,0.4583333333333333,0.75,7,Mensual,Red fija,NA,NA,grados,0.5611111111111111,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,5,may
Rebeca L.,NA,2021-05-04T00:00:00Z,"""Y"" Laguna la Cruz",NA,NA,Verde/Prieta,32,Indefinido,58,61.5,48.3,63.5,24,47.9,13,GT 16910,NA,2021-05-04T00:00:00Z,0.4583333333333333,0.75,7,Mensual,Red fija,NA,NA,grados,0.5638888888888889,Metal,GT 16911,Recaptura,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2021,5,may
Valiente,NA,2021-05-04T00:00:00Z,"""Y"" Laguna la Cruz",NA,NA,Verde/Prieta,40,Indefinido,67.5,73.5,50,66.8,26.3,54,NA,GT 16957,GT 16958,2021-05-04T00:00:00Z,0.4583333333333333,0.75,7,Mensual,Red fija,NA,NA,grados,0.5659722222222222,Metal,NA,"sangaba de una de sus lesiones, las demas ya con cicatriz",Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,5,may
Popeye,NA,2021-05-04T00:00:00Z,"""Y"" Laguna la Cruz",NA,NA,Verde/Prieta,33,Indefinido,64.5,68.5,50,66.5,25,50,10.5,GT 16959,GT 16960,2021-05-04T00:00:00Z,0.4583333333333333,0.75,7,Mensual,Red fija,NA,NA,grados,0.5902777777777778,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,5,may
Mairym,NA,2021-05-04T00:00:00Z,"""Y"" Laguna la Cruz",NA,NA,Verde/Prieta,37,Indefinido,66.6,70,51,64.5,25.5,54.5,11,GT 16961,GT 16962,2021-05-04T00:00:00Z,0.4583333333333333,0.75,7,Mensual,Red fija,NA,NA,grados,0.5958333333333333,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,5,may
Tay,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,47,Hembra,72.5,78.5,56.1,72.2,27,57.8,17,GT 16964,GT 16963,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.3541666666666667,Metal,NA,tenia marcas de posible posible placas en ambas aletas,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2021,5,may
Ema,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,31,Indefinido,60.5,64.5,49,60,22.4,50.7,14,GT 16966,GT 16965,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.35555555555555557,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2021,5,may
Claudia - recaptura,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,52,Hembra,73.5,80,54.4,73,27.6,58.5,19,GT 5224,X,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.3576388888888889,Metal,GT 16967,Se le cayo la placa izquierda y se instalo otra,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2021,5,may
Gloria,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,25,Indefinido,60,63.5,47.3,60,21.4,48.8,10.5,GT 16969,GT 16968,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.3590277777777778,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2021,5,may
Irma,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,44,Indefinido,67.7,72.5,51.5,66.4,26.2,55,14,GT 16971,GT 16970,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.3645833333333333,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,5,may
Isabel recaptura,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,80,Hembra,84.5,91,63,83.5,34.3,65.4,21,GT 10868,NA,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.3826388888888889,Metal,GT 10869,recaptura del 16 de julio 2017,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2021,5,may
Lic,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,55,Hembra,72.5,77,55,71.5,28.5,58,17.5,GT 16973,GT 16972,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.3854166666666667,Metal,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2021,5,may
Neithan,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,48,Hembra,70.6,76.5,53,71.2,28,55.3,16.3,GT 11584,NA,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.41250000000000003,Metal,GT 11583,presentaba sanguijuelas o piojos marinos en cuello y aletas fronales,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2021,5,may
Tadeo,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,26,Indefinido,56.7,60,46.1,59,21.7,44.3,12.4,GT 16975,GT 16974,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.5,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,5,may
Gruñon,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,41,Indefinido,66.6,71.5,52.2,68.2,27.4,50.8,15.2,GT 16976,GT16977,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.5027777777777778,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,5,may
Sammy,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,45,Hembra,70.6,75.5,53.1,70,27,56.9,14,GT 16978,GT 16979,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.5034722222222222,Metal,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2021,5,may
Lidia-recaptura,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,40,Indefinido,65.4,70,51,66.5,27,50.7,16,GT 11588,NA,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.5180555555555556,Metal,GT 11587,Recaptura del 15/05/2019,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,5,may
Tutifrui-recaptura,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,29,Indefinido,59,62.7,47.7,59,23.2,47.5,11,GT 12286,NA,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.5423611111111112,Metal,GT 12287,Recaptura del 3 de marzo del 2020,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2021,5,may
Que loca- recaptura,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,54,Hembra,70.9,76.5,52.7,73,29,55.3,16,GT 12227,NA,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.5444444444444444,Metal,GT 12228,Recaptura del 25/08/2019,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2021,5,may
Thaisa,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,24,Indefinido,56,58.5,44.2,54,20.7,45.3,8,GT 16981,GT 16980,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.5861111111111111,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,5,may
Italia,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,32,Indefinido,61.3,66,46.8,62.5,24.7,48.3,10,GT 16983,GT 16982,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.5875,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,5,may
Thiam,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,25,Indefinido,57,59.5,44,55,21,44.1,11.5,GT 16985,GT 16984,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.5888888888888889,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2021,5,may
Trom,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,52,Hembra,69.7,73.6,55.5,71.7,27.8,50,15.5,GT 16987,GT 16986,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.5902777777777778,Metal,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2021,5,may
Nano,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,25.5,Indefinido,60,64.2,44.2,58.6,24,45.5,13,GT 16989,GT 16988,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.59375,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2021,5,may
Ripol-recaptura,NA,2021-05-20T00:00:00Z,La Pta. Blanca,NA,NA,Verde/Prieta,44,Indefinido,66.5,71,51.7,68,28,53,18.5,GT 15859,NA,2021-05-20T00:00:00Z,0.34722222222222227,0.6875,8.1,Mensual,Red fija,NA,NA,grados,0.5965277777777778,Metal,GT 15858,Recaptura del 24/09/2020,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2021,5,may
